customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Customer Risk Score,Customer Tenure Months,Monthly Charge Value,Total Customer Value,Customer Risk Segment,Tenure Segment,Spending Segment,Customer Value Segment,Strategic Segment
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,1,Retained,33.44,33.44,Medium,33.44,5,21.05,113.85,Medium,New Customer,Low Value,Low Value,Watchlist Customer
3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,0,Retained,6.81,6.81,Low,6.81,52,21.0,1107.2,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
4598-XLKNJ,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,1,Churn,80.92,80.92,Critical,80.92,25,98.5,2514.5,Critical,Established Customer,High Value,High Value,Critical High-Value
6380-ARCEH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,Churn,59.94,59.94,High,59.94,1,20.2,20.2,High,New Customer,Low Value,Low Value,New Customer At-Risk
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0,Churn,56.67,56.67,High,56.67,1,19.45,19.45,High,New Customer,Low Value,Low Value,New Customer At-Risk
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,0,Retained,13.95,13.95,Low,13.95,38,95.0,3605.6,Low,Established Customer,High Value,High Value,Stable Customer
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,0,Retained,17.69,17.69,Low,17.69,66,45.55,3027.25,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,1,Churn,54.9,54.9,High,54.9,68,110.0,7611.85,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,0,Churn,54.35,54.35,High,54.35,5,24.3,100.2,High,New Customer,Low Value,Low Value,New Customer At-Risk
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,0,Retained,15.81,15.81,Low,15.81,72,104.15,7303.05,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,0,Retained,8.67,8.67,Low,8.67,32,30.15,927.65,Low,Established Customer,Low Value,Low Value,Stable Customer
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,Retained,30.37,30.37,Medium,30.37,43,94.35,3921.3,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,Retained,0.46,0.46,Low,0.46,72,19.4,1363.25,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,1,Retained,47.42,47.42,Medium,47.42,55,96.75,5238.9,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,0,Retained,8.68,8.68,Low,8.68,52,57.95,3042.25,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,Retained,45.42,45.42,Medium,45.42,43,91.65,3954.1,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,Churn,70.79,70.79,High,70.79,37,76.5,2868.15,High,Established Customer,Medium Value,High Value,High-Risk Customer
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,Retained,9.23,9.23,Low,9.23,64,54.6,3423.5,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,Retained,42.58,42.58,Medium,42.58,3,89.85,248.4,Medium,New Customer,High Value,Low Value,Medium-Risk High-Value
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,Retained,5.9,5.9,Low,5.9,36,31.05,1126.35,Low,Established Customer,Low Value,Medium Value,Stable Customer
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,Churn,89.67,89.67,Critical,89.67,10,100.25,1064.65,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,Retained,0.28,0.28,Low,0.28,41,20.65,835.15,Low,Established Customer,Low Value,Low Value,Stable Customer
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,Retained,30.03,30.03,Medium,30.03,27,85.2,2151.6,Medium,Established Customer,High Value,Medium Value,Medium-Risk High-Value
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,Retained,36.48,36.48,Medium,36.48,56,99.8,5515.45,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,Retained,21.05,21.05,Low,21.05,6,20.7,112.75,Low,New Customer,Low Value,Low Value,Stable Customer
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,Churn,90.09,90.09,Critical,90.09,3,74.4,229.55,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,Retained,30.44,30.44,Medium,30.44,7,50.7,350.35,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,Retained,31.51,31.51,Medium,31.51,4,20.85,62.9,Medium,New Customer,Low Value,Low Value,Watchlist Customer
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,Retained,19.67,19.67,Low,19.67,33,88.95,3027.65,Low,Established Customer,High Value,High Value,Stable Customer
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,Churn,66.72,66.72,High,66.72,27,78.05,2135.5,High,Established Customer,Medium Value,Medium Value,High-Risk Customer
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,Retained,2.74,2.74,Low,2.74,72,23.55,1723.95,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,Churn,66.65,66.65,High,66.65,1,19.75,19.75,High,New Customer,Low Value,Low Value,New Customer At-Risk
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,Retained,21.3,21.3,Low,21.3,71,56.45,3985.35,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,Churn,80.67,80.67,Critical,80.67,13,85.95,1215.65,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,Churn,60.54,60.54,High,60.54,25,58.6,1502.65,High,Established Customer,Medium Value,Medium Value,High-Risk Customer
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,Retained,7.72,7.72,Low,7.72,67,50.55,3260.1,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,Churn,95.39,95.39,Critical,95.39,1,35.45,35.45,Critical,New Customer,Low Value,Low Value,Critical At-Risk
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,Churn,76.4,76.4,Critical,76.4,2,44.35,81.25,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,Retained,9.96,9.96,Low,9.96,43,25.7,1188.2,Low,Established Customer,Low Value,Medium Value,Stable Customer
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,Churn,52.66,52.66,High,52.66,23,75.0,1778.5,High,Developing Customer,Medium Value,Medium Value,High-Risk Customer
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,Retained,0.28,0.28,Low,0.28,64,20.2,1277.75,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,Retained,5.97,5.97,Low,5.97,57,19.6,1170.55,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,Churn,88.28,88.28,Critical,88.28,1,70.45,70.45,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,Retained,3.16,3.16,Low,3.16,72,88.05,6425.65,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,Churn,71.43,71.43,High,71.43,8,71.15,563.65,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,Retained,25.96,25.96,Medium,25.96,61,101.05,5971.25,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,Retained,11.31,11.31,Low,11.31,64,84.3,5289.05,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,Retained,0.57,0.57,Low,0.57,71,23.95,1756.2,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,Retained,6.71,6.71,Low,6.71,65,99.05,6416.7,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,Retained,3.0,3.0,Low,3.0,3,19.6,61.35,Low,New Customer,Low Value,Low Value,Stable Customer
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,Churn,84.57,84.57,Critical,84.57,1,45.65,45.65,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,Retained,12.82,12.82,Low,12.82,30,64.5,1929.95,Low,Established Customer,Medium Value,Medium Value,Stable Customer
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,Retained,17.31,17.31,Low,17.31,15,69.5,1071.4,Low,Developing Customer,Medium Value,Medium Value,Stable Customer
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,Churn,59.64,59.64,High,59.64,8,68.55,564.35,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,Churn,89.16,89.16,Critical,89.16,7,95.0,655.5,Critical,Developing Customer,High Value,Low Value,Critical High-Value
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,Retained,17.7,17.7,Low,17.7,70,108.15,7930.55,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,Retained,2.58,2.58,Low,2.58,62,86.1,5215.25,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,Retained,15.67,15.67,Low,15.67,6,19.7,113.5,Low,New Customer,Low Value,Low Value,Stable Customer
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,Churn,70.58,70.58,High,70.58,14,80.9,1152.8,High,Developing Customer,High Value,Medium Value,High-Value At-Risk
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,Churn,64.76,64.76,High,64.76,22,84.15,1821.95,High,Developing Customer,High Value,Medium Value,High-Value At-Risk
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,Retained,0.55,0.55,Low,0.55,22,20.15,419.9,Low,Developing Customer,Low Value,Low Value,Stable Customer
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,Retained,5.8,5.8,Low,5.8,16,64.25,1024.0,Low,Developing Customer,Medium Value,Medium Value,Stable Customer
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,Retained,10.05,10.05,Low,10.05,10,25.7,251.6,Low,Developing Customer,Low Value,Low Value,Stable Customer
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,Retained,37.31,37.31,Medium,37.31,13,56.0,764.55,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,Churn,68.59,68.59,High,68.59,20,82.4,1592.35,High,Developing Customer,High Value,Medium Value,High-Value At-Risk
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,Churn,80.76,80.76,Critical,80.76,2,69.7,135.2,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,Retained,4.74,4.74,Low,4.74,53,73.9,3958.25,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,Retained,9.93,9.93,Low,9.93,11,20.6,233.9,Low,Developing Customer,Low Value,Low Value,Stable Customer
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,Retained,2.13,2.13,Low,2.13,69,19.9,1363.45,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,Churn,83.78,83.78,Critical,83.78,4,70.9,273.0,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,Retained,0.09,0.09,Low,0.09,72,89.05,6254.45,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,Churn,76.71,76.71,Critical,76.71,58,45.3,2651.2,Critical,Loyal Customer,Medium Value,High Value,Critical At-Risk
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,Retained,10.2,10.2,Low,10.2,16,20.4,321.4,Low,Developing Customer,Low Value,Low Value,Stable Customer
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,Retained,16.85,16.85,Low,16.85,43,84.25,3539.25,Low,Established Customer,High Value,High Value,Stable Customer
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,Churn,87.31,87.31,Critical,87.31,2,104.4,242.8,Critical,New Customer,High Value,Low Value,Critical High-Value
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,Retained,9.77,9.77,Low,9.77,14,81.95,1181.75,Low,Developing Customer,High Value,Medium Value,Stable Customer
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,Churn,57.5,57.5,High,57.5,53,94.85,5000.2,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,Retained,6.05,6.05,Low,6.05,32,20.55,654.55,Low,Established Customer,Low Value,Low Value,Stable Customer
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,Retained,10.32,10.32,Low,10.32,34,24.7,780.2,Low,Established Customer,Low Value,Low Value,Stable Customer
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,Churn,82.15,82.15,Critical,82.15,15,74.45,1145.7,Critical,Developing Customer,Medium Value,Medium Value,Critical At-Risk
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,Churn,51.98,51.98,High,51.98,7,76.45,503.6,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,Churn,68.45,68.45,High,68.45,15,105.35,1559.25,High,Developing Customer,High Value,Medium Value,High-Value At-Risk
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,Retained,3.51,3.51,Low,3.51,61,20.55,1252.0,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,Churn,56.49,56.49,High,56.49,1,29.95,29.95,High,New Customer,Low Value,Low Value,New Customer At-Risk
