customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Prediction Method,Customer Risk Score,Customer Value,Strategic Segment,Retention Priority,Priority Rank,Revenue At Risk,Recommended Action,Retention Recommendation,Retention Urgency Score,Recommended Channel
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,0,Retained,27.05,27.05,Medium,Existing ChurnIQ ML Model,30.53,7099.0,Stable Valuable,Monitor,3043,1920.28,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,31.19,Email / In-App
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,0,Retained,1.43,1.43,Low,Existing ChurnIQ ML Model,5.92,1424.6,Loyal Customer,Low,4623,20.37,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",4.25,Standard Engagement
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,0,Retained,39.75,39.75,Medium,Existing ChurnIQ ML Model,50.09,177.4,Standard Customer,Monitor,2090,70.52,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,35.42,Email / In-App
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,0,Retained,35.85,35.85,Medium,Existing ChurnIQ ML Model,42.81,6139.5,Growth Opportunity,Monitor,2408,2201.01,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,41.23,Email / In-App
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,0,Retained,15.45,15.45,Low,Existing ChurnIQ ML Model,22.55,2688.85,Loyal Customer,Low,3517,415.43,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",17.91,Standard Engagement
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,0,Retained,31.16,31.16,Medium,Existing ChurnIQ ML Model,42.6,482.25,Standard Customer,Monitor,2418,150.27,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,30.59,Email / In-App
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,0,Retained,35.41,35.41,Medium,Existing ChurnIQ ML Model,47.12,2111.3,Standard Customer,Monitor,2218,747.61,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,36.81,Email / In-App
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,0,Retained,3.58,3.58,Low,Existing ChurnIQ ML Model,12.01,1216.6,Loyal Customer,Low,4195,43.55,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",8.63,Standard Engagement
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,1,Churn,90.04,90.04,Critical,Existing ChurnIQ ML Model,89.75,79.35,Critical Retention,Immediate,207,71.45,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,63.19,Personal Outreach
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,0,Retained,37.57,37.57,Medium,Existing ChurnIQ ML Model,49.34,565.35,Standard Customer,Monitor,2125,212.4,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,35.62,Email / In-App
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,1,Churn,86.03,86.03,Critical,Existing ChurnIQ ML Model,82.78,496.9,Critical Retention,Immediate,557,427.48,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,60.13,Personal Outreach
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,0,Retained,38.08,38.08,Medium,Existing ChurnIQ ML Model,46.63,4327.5,Growth Opportunity,Monitor,2239,1647.91,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,41.07,Email / In-App
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,0,Retained,1.54,1.54,Low,Existing ChurnIQ ML Model,7.47,973.35,Loyal Customer,Low,4536,14.99,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",5.31,Standard Engagement
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,Churn,90.47,90.47,Critical,Existing ChurnIQ ML Model,87.53,918.75,Critical Retention,Immediate,308,831.19,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,65.52,Personal Outreach
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,0,Retained,5.63,5.63,Low,Existing ChurnIQ ML Model,17.72,2215.45,Loyal Customer,Low,3786,124.73,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",13.04,Standard Engagement
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,0,Retained,1.68,1.68,Low,Existing ChurnIQ ML Model,7.75,1057.0,Loyal Customer,Low,4524,17.76,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",5.52,Standard Engagement
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,0,Retained,0.75,0.75,Low,Existing ChurnIQ ML Model,7.32,927.1,Loyal Customer,Low,4546,6.95,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",5.16,Standard Engagement
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,0,Retained,40.88,40.88,Medium,Existing ChurnIQ ML Model,44.82,1009.25,Standard Customer,Monitor,2325,412.58,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,33.48,Email / In-App
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,0,Retained,32.1,32.1,Medium,Existing ChurnIQ ML Model,42.38,2570.2,Standard Customer,Monitor,2430,825.03,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,33.89,Email / In-App
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,0,Churn,56.21,56.21,High,Existing ChurnIQ ML Model,65.7,74.7,Standard Customer,High,1426,41.99,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,46.2,Targeted Campaign
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,0,Retained,4.94,4.94,Low,Existing ChurnIQ ML Model,12.58,5714.25,Loyal Customer,Low,4148,282.28,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",10.25,Standard Engagement
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,0,Retained,31.37,31.37,Medium,Existing ChurnIQ ML Model,39.32,7107.0,Stable Valuable,Monitor,2572,2229.47,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,38.93,Email / In-App
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,0,Retained,22.71,22.71,Low,Existing ChurnIQ ML Model,25.53,7459.05,Loyal Customer,Low,3333,1693.95,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",26.54,Standard Engagement
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,1,Churn,73.73,73.73,High,Existing ChurnIQ ML Model,76.78,927.35,Standard Customer,High,881,683.74,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,57.24,Targeted Campaign
9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,0,Retained,7.83,7.83,Low,Existing ChurnIQ ML Model,14.64,4748.7,Loyal Customer,Low,3994,371.82,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",12.15,Standard Engagement
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,1,Retained,33.44,33.44,Medium,Existing ChurnIQ ML Model,41.94,113.85,Standard Customer,Monitor,2449,38.07,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,29.55,Email / In-App
3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,0,Retained,6.81,6.81,Low,Existing ChurnIQ ML Model,10.81,1107.2,Loyal Customer,Low,4297,75.4,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",7.95,Standard Engagement
4598-XLKNJ,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,1,Churn,80.92,80.92,Critical,Existing ChurnIQ ML Model,81.56,2514.5,Critical Retention,Immediate,632,2034.73,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,67.5,Personal Outreach
6380-ARCEH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,Churn,59.94,59.94,High,Existing ChurnIQ ML Model,60.97,20.2,Standard Customer,High,1622,12.11,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,42.74,Targeted Campaign
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0,Churn,56.67,56.67,High,Existing ChurnIQ ML Model,61.63,19.45,Standard Customer,High,1595,11.02,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,43.2,Targeted Campaign
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,0,Retained,13.95,13.95,Low,Existing ChurnIQ ML Model,25.75,3605.6,Loyal Customer,Low,3319,502.98,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",20.6,Standard Engagement
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,0,Retained,17.69,17.69,Low,Existing ChurnIQ ML Model,20.54,3027.25,Loyal Customer,Low,3616,535.52,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",17.12,Standard Engagement
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,1,Churn,54.9,54.9,Medium,Existing ChurnIQ ML Model,49.34,7611.85,Standard Customer,Monitor,2125,4178.91,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,55.92,Email / In-App
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,0,Churn,54.35,54.35,Medium,Existing ChurnIQ ML Model,56.83,100.2,Standard Customer,Monitor,1800,54.46,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,40.06,Email / In-App
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,0,Retained,15.81,15.81,Low,Existing ChurnIQ ML Model,26.05,7303.05,Loyal Customer,Low,3305,1154.61,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",24.14,Standard Engagement
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,0,Retained,8.67,8.67,Low,Existing ChurnIQ ML Model,17.72,927.65,Loyal Customer,Low,3786,80.43,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",12.82,Standard Engagement
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,Retained,30.37,30.37,Medium,Existing ChurnIQ ML Model,36.49,3921.3,Stable Valuable,Monitor,2732,1190.9,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,31.64,Email / In-App
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,Retained,0.46,0.46,Low,Existing ChurnIQ ML Model,3.46,1363.25,Loyal Customer,Low,4756,6.27,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",2.45,Standard Engagement
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,1,Retained,47.42,47.42,Medium,Existing ChurnIQ ML Model,53.8,5238.9,Standard Customer,Monitor,1938,2484.29,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,50.37,Email / In-App
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,0,Retained,8.68,8.68,Low,Existing ChurnIQ ML Model,17.16,3042.25,Loyal Customer,Low,3827,264.07,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",13.36,Standard Engagement
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,Retained,45.42,45.42,Medium,Existing ChurnIQ ML Model,53.66,3954.1,Standard Customer,Monitor,1945,1795.95,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,46.75,Email / In-App
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,Churn,70.79,70.79,High,Existing ChurnIQ ML Model,71.05,2868.15,Standard Customer,High,1163,2030.36,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,60.12,Targeted Campaign
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,Retained,9.23,9.23,Low,Existing ChurnIQ ML Model,16.52,3423.5,Loyal Customer,Low,3874,315.99,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",13.18,Standard Engagement
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,Retained,42.58,42.58,Medium,Existing ChurnIQ ML Model,57.09,248.4,Standard Customer,Monitor,1787,105.77,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,40.5,Email / In-App
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,Retained,5.9,5.9,Low,Existing ChurnIQ ML Model,13.2,1126.35,Loyal Customer,Low,4096,66.45,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.58,Standard Engagement
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,Churn,89.67,89.67,Critical,Existing ChurnIQ ML Model,89.91,1064.65,Critical Retention,Immediate,199,954.67,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,67.82,Personal Outreach
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,Retained,0.28,0.28,Low,Existing ChurnIQ ML Model,7.74,835.15,Loyal Customer,Low,4525,2.34,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",5.43,Standard Engagement
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,Retained,30.03,30.03,Medium,Existing ChurnIQ ML Model,41.6,2151.6,Standard Customer,Monitor,2464,646.13,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,32.43,Email / In-App
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,Retained,36.48,36.48,Medium,Existing ChurnIQ ML Model,39.4,5515.45,Stable Valuable,Monitor,2567,2012.04,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,37.87,Email / In-App
